"outcome","month","MMWR week","Age group","Vaccine product","Vaccinated with outcome","Fully vaccinated population","Unvaccinated with outcome","Unvaccinated population","Crude vax IR","Crude unvax IR","Crude IRR","Age adjusted vax IR","Age adjusted unvax IR","Age adjusted IRR","Continuity correction"
"case","APR 2022","202216","all_ages_adj","all_types","139,017","148,114,176.7","64,502","55,247,519.55","93.857997322","116.750942894","1.243910442","94.63336305","142.506715005","1.505882391","1"
"case","APR 2022","202216","all_ages_adj","Janssen","7,781","11,293,005","64,502","55,247,519.55","68.901058664","116.750942894","1.69447241","57.206631564","142.506715005","2.491087329","1"
"case","APR 2022","202216","all_ages_adj","Moderna","46,399","51,440,778","64,502","55,247,519.55","90.198869076","116.750942894","1.29437258","94.381353946","142.506715005","1.509903271","1"
"case","APR 2022","202216","all_ages_adj","Pfizer","84,695","85,295,252","64,502","55,247,519.55","99.296265635","116.750942894","1.175783824","101.294728635","142.506715005","1.406852231","1"
"case","APR 2022","202217","5-11","all_types","7,164","5,416,208","9,507","13,703,015","132.269661726","69.378892164","0.524526118",,,,"0"
"case","APR 2022","202217","12-17","all_types","8,718","10,172,020","5,884","6,522,240","85.705690708","90.214404867","1.05260694",,,,"0"
"case","APR 2022","202217","18-29","all_types","30,984","22,950,832","19,974","12,119,937","135.001641771","164.802836846","1.220746909",,,,"1"
"case","APR 2022","202217","30-49","all_types","57,619","42,139,119","25,393","13,045,146.2","136.73517949","194.654775122","1.423589568",,,,"1"
"case","APR 2022","202217","50-64","all_types","39,969","34,645,133","13,096","6,557,069.700000001","115.366853982","199.723361184","1.731202285",,,,"1"
"case","APR 2022","202217","65-79","all_types","25,379","25,580,921.55","6,929","2,125,682.7","99.210655685","325.96586499","3.285593294",,,,"1"
"case","APR 2022","202217","80+","all_types","9,188","7,438,584","2,877","1,019,078.95","123.518131946","282.313750078","2.28560573",,,,"1"
"case","APR 2022","202217","all_ages_adj","all_types","179,021","148,342,817.55","83,660","55,092,169.55","120.680598466","151.854611433","1.258318349","123.564238137","183.14349966","1.48217237","1"
"case","APR 2022","202217","all_ages_adj","Janssen","9,650","11,301,244","83,660","55,092,169.55","85.388829761","151.854611433","1.778389654","69.334021783","183.14349966","2.641466555","1"
"case","APR 2022","202217","all_ages_adj","Moderna","59,083","51,513,845","83,660","55,092,169.55","114.69343824","151.854611433","1.324004353","122.71843913","183.14349966","1.492387786","1"
"case","APR 2022","202217","all_ages_adj","Pfizer","110,112","85,447,723","83,660","55,092,169.55","128.864756291","151.854611433","1.178402969","132.103873803","183.14349966","1.386359797","1"
"case","MAY 2022","202218","5-11","all_types","9,884","5,446,305","13,180","13,678,389","181.480838844","96.356376471","0.530945179",,,,"0"
"case","MAY 2022","202218","12-17","all_types","12,267","10,187,458","8,473","6,508,327","120.412766364","130.187066507","1.081173288",,,,"0"
"case","MAY 2022","202218","18-29","all_types","38,563","22,977,004","25,294","12,086,763","167.833021224","209.270257057","1.246895608",,,,"1"
"case","MAY 2022","202218","30-49","all_types","75,538","42,167,316","33,522","13,011,055.2","179.138743381","257.642439331","1.438228462",,,,"1"
"case","MAY 2022","202218","50-64","all_types","52,401","34,679,138","17,279","6,536,149.700000001","151.102371691","264.360530176","1.749545869",,,,"1"
"case","MAY 2022","202218","65-79","all_types","32,074","25,628,561.55","8,805","2,112,452.7","125.149435084","416.814066417","3.330530946",,,,"1"
"case","MAY 2022","202218","80+","all_types","10,821","7,456,081","3,373","1,011,793.95","145.129861116","333.368271277","2.297034316",,,,"1"
"case","MAY 2022","202218","all_ages_adj","all_types","231,548","148,541,863.55","109,926","54,944,930.55","155.880634904","200.065772947","1.283454953","160.895666868","239.47239464","1.48837069","1"
"case","MAY 2022","202218","all_ages_adj","Janssen","12,500","11,309,282","109,926","54,944,930.55","110.528679009","200.065772947","1.810080196","95.001077546","239.47239464","2.520733457","1"
"case","MAY 2022","202218","all_ages_adj","Moderna","76,575","51,575,809","109,926","54,944,930.55","148.470768534","200.065772947","1.347509513","153.370518596","239.47239464","1.561397828","1"
"case","MAY 2022","202218","all_ages_adj","Pfizer","142,191","85,581,281","109,926","54,944,930.55","166.147314388","200.065772947","1.204146896","170.836136402","239.47239464","1.401766627","1"
"case","MAY 2022","202219","5-11","all_types","12,292","5,474,396","17,447","13,653,197","224.536186275","127.786920529","0.56911504",,,,"0"
"case","MAY 2022","202219","12-17","all_types","15,322","10,203,166","11,445","6,491,525","150.169074971","176.30680002","1.174055311",,,,"0"
"case","MAY 2022","202219","18-29","all_types","44,045","23,003,238","30,477","12,052,927","191.473043925","252.85974104","1.320602294",,,,"1"
"case","MAY 2022","202219","30-49","all_types","91,143","42,195,127","43,325","12,978,538.2","216.003615773","333.820337332","1.545438655",,,,"1"
"case","MAY 2022","202219","50-64","all_types","64,261","34,711,372","22,584","6,515,402.700000001","185.129530461","346.624775779","1.872336493",,,,"1"
"case","MAY 2022","202219","65-79","all_types","38,704","25,669,052.55","11,295","2,099,720.7","150.780789141","537.928687373","3.567620852",,,,"1"
"case","MAY 2022","202219","80+","all_types","13,118","7,472,051","4,373","1,004,872.95","175.560900213","435.179392579","2.478794493",,,,"1"
"case","MAY 2022","202219","all_ages_adj","all_types","278,885","148,728,402.55","140,946","54,796,183.55","187.512939841","257.218643469","1.371738098","193.700637878","308.72498168","1.593825323","1"
"case","MAY 2022","202219","all_ages_adj","Janssen","15,181","11,316,906","140,946","54,796,183.55","134.144438418","257.218643469","1.917475271","124.747116713","308.72498168","2.474806551","1"
"case","MAY 2022","202219","all_ages_adj","Moderna","91,748","51,633,015","140,946","54,796,183.55","177.692509337","257.218643469","1.447549165","233.327437458","308.72498168","1.323140498","1"
"case","MAY 2022","202219","all_ages_adj","Pfizer","171,599","85,706,963","140,946","54,796,183.55","200.215938115","257.218643469","1.284706132","205.621411343","308.72498168","1.501424291","1"
"case","MAY 2022","202220","5-11","all_types","11,732","5,499,939","17,706","13,626,102","213.311456727","129.941783791","0.609164579",,,,"0"
"case","MAY 2022","202220","12-17","all_types","16,929","10,216,611","12,570","6,474,739","165.700739707","194.139099661","1.171624822",,,,"0"
"case","MAY 2022","202220","18-29","all_types","49,011","23,029,088","34,144","12,017,383","212.822149101","284.121759288","1.335019689",,,,"1"
"case","MAY 2022","202220","30-49","all_types","98,663","42,222,493","49,558","12,942,821.2","233.674027727","382.899518074","1.638605376",,,,"1"
"case","MAY 2022","202220","50-64","all_types","70,710","34,742,650","26,416","6,493,119.700000001","203.525062135","406.830633355","1.998921553",,,,"1"
"case","MAY 2022","202220","65-79","all_types","42,662","25,705,496.55","13,150","2,086,905.7","165.964504584","630.11951139","3.796712514",,,,"1"
"case","MAY 2022","202220","80+","all_types","14,345","7,486,245","4,883","997,821.95","191.618094252","489.365863319","2.553860403",,,,"1"
"case","MAY 2022","202220","all_ages_adj","all_types","304,052","148,902,522.55","158,427","54,638,892.55","204.195331814","289.952802127","1.419977624","208.431931465","352.96447845","1.693428046","1"
"case","MAY 2022","202220","all_ages_adj","Janssen","16,565","11,324,373","158,427","54,638,892.55","146.277414211","289.952802127","1.982211702","120.165685953","352.96447845","2.937315055","1"
"case","MAY 2022","202220","all_ages_adj","Moderna","100,384","51,686,866","158,427","54,638,892.55","194.215683342","289.952802127","1.492942265","200.483337304","352.96447845","1.760567652","1"
"case","MAY 2022","202220","all_ages_adj","Pfizer","186,718","85,823,351","158,427","54,638,892.55","217.560836095","289.952802127","1.332743555","222.044281452","352.96447845","1.589613009","1"
"case","MAY 2022","202221","5-11","all_types","10,995","5,523,593","15,910","13,596,954","199.055216414","117.011501252","0.587834388",,,,"0"
"case","MAY 2022","202221","12-17","all_types","16,876","10,229,833","11,652","6,459,128","164.968479935","180.395867677","1.093517184",,,,"0"
"case","MAY 2022","202221","18-29","all_types","50,475","23,053,176","35,075","11,984,019","218.950308626","292.681445181","1.336748265",,,,"1"
"case","MAY 2022","202221","30-49","all_types","98,278","42,248,013","49,813","12,909,190.2","232.621590985","385.872384156","1.658798663",,,,"1"
"case","MAY 2022","202221","50-64","all_types","71,412","34,772,650","26,802","6,470,624.700000001","205.368299511","414.210393009","2.016914947",,,,"1"
"case","MAY 2022","202221","65-79","all_types","43,601","25,739,483.55","13,486","2,074,480.7","169.393453118","650.090405758","3.837754021",,,,"1"
"case","MAY 2022","202221","80+","all_types","14,436","7,498,536","4,883","991,386.95","192.517579432","492.542291383","2.558427614",,,,"1"
"case","MAY 2022","202221","all_ages_adj","all_types","306,073","149,065,284.55","157,621","54,485,783.55","205.328155998","289.288305555","1.408907143","208.173356094","356.017440825","1.71019696","1"
"case","MAY 2022","202221","all_ages_adj","Janssen","16,490","11,330,140","157,621","54,485,783.55","145.541008319","289.288305555","1.987675562","162.265091583","356.017440825","2.194048254","1"
"case","MAY 2022","202221","all_ages_adj","Moderna","101,629","51,737,074","157,621","54,485,783.55","196.433605812","289.288305555","1.47270272","213.834300741","356.017440825","1.664922043","1"
"case","MAY 2022","202221","all_ages_adj","Pfizer","187,597","85,933,430","157,621","54,485,783.55","218.305029835","289.288305555","1.325156391","221.863149795","356.017440825","1.604671353","1"
"case","JUN 2022","202222","5-11","all_types","8,763","5,547,744","12,784","13,573,459","157.956098912","94.183803848","0.5962657",,,,"0"
"case","JUN 2022","202222","12-17","all_types","13,250","10,243,363","9,002","6,445,430","129.352049713","139.664847807","1.079726592",,,,"0"
"case","JUN 2022","202222","18-29","all_types","48,766","23,077,175","36,127","11,955,956","211.317026456","302.167388371","1.429924476",,,,"1"
"case","JUN 2022","202222","30-49","all_types","94,470","42,274,007","51,142","12,882,523.2","223.470654201","396.987447304","1.776463441",,,,"1"
"case","JUN 2022","202222","50-64","all_types","68,705","34,804,399","26,948","6,453,318.700000001","197.403207566","417.583591525","2.115384024",,,,"1"
"case","JUN 2022","202222","65-79","all_types","43,383","25,773,284.55","14,081","2,065,650.7","168.32546087","681.673818328","4.04973683",,,,"1"
"case","JUN 2022","202222","80+","all_types","14,621","7,510,789","4,972","987,036.95","194.666632227","503.729875563","2.587653928",,,,"1"
"case","JUN 2022","202222","all_ages_adj","all_types","291,958","149,230,761.55","155,056","54,363,374.55","195.641968832","285.221440508","1.457874515","194.720935179","359.122418557","1.844292799","1"
"case","JUN 2022","202222","all_ages_adj","Janssen","16,084","11,335,759","155,056","54,363,374.55","141.887279008","285.221440508","2.010197408","137.215721455","359.122418557","2.617210439","1"
"case","JUN 2022","202222","all_ages_adj","Moderna","100,025","51,788,796","155,056","54,363,374.55","193.140230563","285.221440508","1.47675831","188.848576861","359.122418557","1.901642176","1"
"case","JUN 2022","202222","all_ages_adj","Pfizer","175,544","86,045,143","155,056","54,363,374.55","204.013839573","285.221440508","1.398049471","206.421899796","359.122418557","1.739749605","1"
"case","JUN 2022","202223","5-11","all_types","7,747","5,575,732","12,080","13,544,691","138.941398188","89.186235404","0.641898214",,,,"0"
"case","JUN 2022","202223","12-17","all_types","11,485","10,257,684","7,916","6,430,222","111.964845086","123.106169585","1.099507345",,,,"0"
"case","JUN 2022","202223","18-29","all_types","46,399","23,100,333","36,417","11,923,759","200.858576368","305.415431493","1.520549618",,,,"1"
"case","JUN 2022","202223","30-49","all_types","92,375","42,299,596","51,821","12,851,376.2","218.382700393","403.233079427","1.846451567",,,,"1"
"case","JUN 2022","202223","50-64","all_types","68,978","34,837,532","27,550","6,433,715.700000001","197.99910051","428.212891036","2.162701194",,,,"1"
"case","JUN 2022","202223","65-79","all_types","43,768","25,806,640.55","14,445","2,055,346.7","169.599758307","702.801138124","4.143880541",,,,"1"
"case","JUN 2022","202223","80+","all_types","14,720","7,522,742","5,218","981,987.95","195.673332942","531.371082507","2.715602962",,,,"1"
"case","JUN 2022","202223","all_ages_adj","all_types","285,472","149,400,259.55","155,447","54,221,098.55","191.078650639","286.690982214","1.500382074","187.807722407","364.466539535","1.940636598","1"
"case","JUN 2022","202223","all_ages_adj","Janssen","16,242","11,341,253","155,447","54,221,098.55","143.21168922","286.690982214","2.001868589","113.496044947","364.466539535","3.211270839","1"
"case","JUN 2022","202223","all_ages_adj","Moderna","98,864","51,838,649","155,447","54,221,098.55","190.714846755","286.690982214","1.503244174","176.499823596","364.466539535","2.064968294","1"
"case","JUN 2022","202223","all_ages_adj","Pfizer","170,037","86,162,536","155,447","54,221,098.55","197.344469991","286.690982214","1.452743937","198.921333646","364.466539535","1.832214438","1"
"case","JUN 2022","202224","5-11","all_types","6,340","5,599,460","10,796","13,516,590","113.225203859","79.872216291","0.705427887",,,,"0"
"case","JUN 2022","202224","12-17","all_types","9,256","10,270,617","7,221","6,414,836","90.121167988","112.567180205","1.249064817",,,,"0"
"case","JUN 2022","202224","18-29","all_types","43,929","23,120,915","36,365","11,893,846","189.996805922","305.746349835","1.609218367",,,,"1"
"case","JUN 2022","202224","30-49","all_types","88,102","42,321,400","51,693","12,822,325.2","208.173642649","403.148408683","1.936596793",,,,"1"
"case","JUN 2022","202224","50-64","all_types","66,939","34,861,988","28,171","6,416,536.700000001","192.011425166","439.037463933","2.286517396",,,,"1"
"case","JUN 2022","202224","65-79","all_types","43,919","25,828,226.55","15,029","2,047,287.5","170.042646618","734.093281965","4.317112775",,,,"1"
"case","JUN 2022","202224","80+","all_types","14,786","7,530,279","5,147","977,724.95","196.353946514","526.426169241","2.681006308",,,,"1"
"case","JUN 2022","202224","all_ages_adj","all_types","273,271","149,532,885.55","154,422","54,089,146.35","182.749767046","285.495354282","1.562220072","176.837150079","367.189582895","2.076427847","1"
"case","JUN 2022","202224","all_ages_adj","Janssen","15,577","11,345,263","154,422","54,089,146.35","137.299593672","285.495354282","2.079360518","132.00990622","367.189582895","2.781530519","1"
"case","JUN 2022","202224","all_ages_adj","Moderna","97,034","51,875,047","154,422","54,089,146.35","187.053324501","285.495354282","1.526277895","178.520818995","367.189582895","2.056844602","1"
"case","JUN 2022","202224","all_ages_adj","Pfizer","160,370","86,256,338","154,422","54,089,146.35","185.922569539","285.495354282","1.535560502","186.526052331","367.189582895","1.968569957","1"
"case","JUN 2022","202225","5-11","all_types","6,445","5,624,821","11,336","13,488,153","114.581424013","84.044123758","0.733488211",,,,"0"
